team_id,id,name,team,roster_location,roster_order,pos_x,pos_y,Sight,Thwack,Ferocity,Control,Stuff,Guile,Reach,Magnet,Reflex,Hustle,Stealth,Dodge,Thrive,Survive,Drama,hm_0,hm_1,hm_2,hm_3,hm_4,hm_5,hm_6,hm_7,hm_8,hm_9,hm_10,hm_11,hm_12,hm_13,hm_14,hm_15,hm_16,hm_17,hm_18,hm_19,hm_20,hm_21,hm_22,hm_23,hm_24,hm_25,hm_26,hm_27,hm_28,hm_29,hm_30,hm_31,hm_32,hm_33,hm_34,hm_35
f02aeae2-5e6a-4098-9842-02d2273f25c7,df94a335-1677-4200-a23f-d794689a5732,Pangolin Ruiz,Moab Hellmouth Sunbeams,LINEUP,0,3,2,0.5867593039182801,0.8222615876151491,0.9225835335266065,0.7973795530519381,0.09766236550822815,0.06458656635394633,0.24692973917918037,0.33296544676077966,0.42077864538129517,0.8475850300846017,0.08588677294893077,0.9008262945998768,0.20748184629832056,0.07727673783220645,0.9330422601649672,0.7842911829636396,0.4266450824830118,0.26848314107903826,0.658421730847486,0.967270637996818,0.3314515212199015,0.9735606679976347,0.8078562048615933,0.5258283048883408,0.21073992249693707,0.3630622037506931,0.8833824859897469,0.8713103354963087,0.3293413607449429,0.8905944675156986,0.5504104735079319,0.2925820273721077,0.6427235476316349,0.7414767323038897,0.9206843040434899,0.6547713398339164,0.9442688988923978,0.471217094670225,0.7021741891304338,0.853123796336651,0.2075989912446372,0.7219623221454138,0.45663952895066795,0.21783943870622235,0.435622796619761,0.20665687063412252,0.5238707346732032,0.31638683516325194,0.7989947221857664,0.14349964487262523,0.23281661882083748
f02aeae2-5e6a-4098-9842-02d2273f25c7,ceb5606d-ea3f-4471-9ca7-3d2e71a50dde,London Simmons,Moab Hellmouth Sunbeams,ROTATION,1,0,2,0.9296990007142654,0.028178320229925724,0.8608047106217012,0.8828056719287788,0.15488755871898374,0.849746462423184,0.2515453748180452,0.6543081169711591,0.1616381159980287,0.6576850134571707,0.7698506607984202,0.4807891978040968,0.39773459504274544,0.9960375297665086,0.7883097743126534,0.641674402585922,0.577810008083316,0.15904961566364229,0.8309822390010521,0.08900387840146629,0.2652433648484911,0.5602785327878741,0.10811827017226328,0.5033666215491265,0.8355003072867078,0.7545887792468401,0.2530312417078806,0.2800526935997679,0.6372926978310134,0.7525371367918244,0.17731180530195534,0.43364492452991976,0.5791761314598562,0.564923217149275,0.8241897736316813,0.7202528502558077,0.3805266338948201,0.45129745528098186,0.8857666625759995,0.04396519613277394,0.96424351250239,0.9832651918767941,0.9927705308974161,0.8551377960544834,0.4330918106320244,0.9757559731730417,0.6551590886788915,0.3964353948479792,0.34096410251587506,0.7553819043613682,0.5680256464161508
f02aeae2-5e6a-4098-9842-02d2273f25c7,9ba361a1-16d5-4f30-b590-fc4fc2fb53d2,Mooney Doctor,Moab Hellmouth Sunbeams,ROTATION,4,5,0,0.36700538460450194,0.6918016728942888,0.45877863149172593,0.5053468336391336,0.7401016698913967,0.9548322200340523,0.522364024006601,0.5738812654169405,0.1394464211728289,0.026506274783179018,0.14211636376316406,0.47400059886066137,0.06156684354402586,0.7503717381434375,0.7429719518695496,0.4997207657115478,0.5122487703859754,0.6488970118824832,0.4521917409911529,0.38662705919634055,0.9232232884034041,0.019152220360801997,0.1864345725880786,0.8822701009373165,0.9351134092014929,0.8528723183653807,0.29676120360804925,0.40727455603887275,0.9368187392802791,0.6858278624408644,0.70173579639105,0.7892778546536826,0.7349798003205181,0.15347906048474658,0.20102040558154666,0.6526595321181433,0.11588036265941493,0.805577101760528,0.2663427122742772,0.16834175722358236,0.7137484732574234,0.8855479835112983,0.06882536039997811,0.4643922568573562,0.907559298486109,0.44435659598019506,0.544338342865048,0.20075353324003897,0.3339365791573299,0.0037622185217217607,0.2297894363330798
f02aeae2-5e6a-4098-9842-02d2273f25c7,ff5a37d9-a6dd-49aa-b6fb-b935fd670820,Dunn Keyes,Moab Hellmouth Sunbeams,ROTATION,3,0,5,0.25046534046378144,0.23130261646211747,0.21934733317896815,0.9840283092646763,0.8977682363921761,0.9022912799759932,0.03787504829152866,0.42519994359808444,0.7686077546102474,0.46945397363858565,0.6426352924183939,0.10022981101618511,0.9200655876150876,0.45205403854230874,0.3014019033068531,0.3194739163642001,0.2574810252670099,0.8976033134590089,0.5934079473069065,0.8895906090792624,0.4994531768632817,0.7577510229891604,0.6943295227467592,0.4966586386809667,0.15983769417140747,0.9508039447330441,0.07418421793261931,0.2568455407182715,0.43372369563029445,0.41143823504867627,0.04500249251445909,0.3774046457108713,0.47459180140345536,0.24713390298247007,0.5724828807868385,0.5297217137395123,0.31670011549958565,0.10176396834344437,0.08324831804094246,0.9603389382150092,0.6713353836632013,0.45471482441188416,0.3134626814251845,0.8650063664875003,0.9705119111124325,0.1499394049280557,0.48581019453347307,0.21574760024747797,0.9201765195122724,0.7526460248675616,0.7728969721304715
f02aeae2-5e6a-4098-9842-02d2273f25c7,51dab868-820b-4969-8bba-bde0be8090d7,Cravel Gesundheit,Moab Hellmouth Sunbeams,LINEUP,7,0,1,0.6418571212263218,0.597624041248822,0.8495535107175878,0.39418768434319973,0.6717714645368877,0.665002282517065,0.18978078323031777,0.705140118956099,0.6977317953285417,0.008629481225835733,0.10681462026025446,0.3223012441622517,0.24083886947571176,0.09621579011880388,0.8730451360404883,0.6355898685241766,0.6444657394328518,0.3346030188250939,0.7261117164820065,0.1723602041312735,0.83502571090511,0.36531665489234033,0.1500749626926131,0.5449351080050223,0.6299128464084641,0.04266839718922877,0.8339756619189893,0.03600335105279995,0.8984331632680586,0.8791480015758347,0.3521449906087276,0.20436655404029636,0.8933382258092732,0.4665810316658654,0.44794862782129563,0.022611658670040224,0.4699111057851876,0.28807366823651925,0.8320527388307979,0.8737364961760361,0.9999558860530305,0.9416673188968285,0.5463440091032234,0.24037759890547916,0.5432413326989248,0.4154152211240608,0.4122445156765703,0.10974112599556585,0.8176760402302136,0.7236766556409935,0.47567693764485275
f02aeae2-5e6a-4098-9842-02d2273f25c7,8c028571-c7e2-4130-ac5b-1ada3e1b9fe0,Willow Dice,Moab Hellmouth Sunbeams,LINEUP,8,4,1,0.8805295201274501,0.8632408138648715,0.638215293672395,0.41870907900414867,0.7287298570051564,0.12624245112542287,0.40408850387618,0.49951971196654055,0.4989817761885198,0.11563284532135476,0.289356424402999,0.15423338000224485,0.06829311612228095,0.037752235064003714,0.23305463861253706,0.016916616641538762,0.11787530502020083,0.8079964305129801,0.21526757138129626,0.49386440995981196,0.7412041883703739,0.42313397086790283,0.6280725287321558,0.38806135856272506,0.312274808458997,0.5667078127901625,0.7438791103322363,0.7294547071912673,0.6562806678094889,0.19680885017873617,0.44640386915456753,0.32053987123583816,0.3414309861257493,0.0037266715130888084,0.0482515173564233,0.24695740237481467,0.6232562876301065,0.6222665275306469,0.21339950618916959,0.3467865859154585,0.1338195516115459,0.22059884637127614,0.4440345311265793,0.9523772549236591,0.868689696176217,0.9758197241435351,0.5673667525129683,0.42738737733398713,0.9154657327959624,0.69214516259911,0.6763767888044123
f02aeae2-5e6a-4098-9842-02d2273f25c7,17397256-c28c-4cad-85f2-a21768c66e67,Cory Ross,Moab Hellmouth Sunbeams,LINEUP,2,5,2,0.35590755453441747,0.8343959879049857,0.7806300600087281,0.008814311842254674,0.3157597798469295,0.8349034974660617,0.8410130036335843,0.623757848620725,0.3625239104944338,0.23431725211464982,0.04487662833456085,0.04089652283326861,0.3013348507644755,0.565735596592973,0.18691092885143157,0.9734281394719977,0.2217234547301562,0.6633709588444912,0.3920450091568014,0.6229447283987968,0.21427959662113238,0.5145656871218689,0.2436674339219761,0.22793169925696977,0.6086593631059215,0.32072548422236324,0.6554229239235011,0.27983890096319275,0.9394481428868217,0.2906119307698567,0.43909104544837807,0.016581753693379997,0.21964431972155773,0.7873424193753672,0.29462883447169186,0.8290290715518931,0.8518916567528265,0.24308072952955284,0.5503866172783841,0.7679243013865794,0.7908191258672282,0.36445961121281756,0.7792426024070229,0.39155305023726517,0.04334847988314816,0.6714523545837376,0.6193137088744012,0.36656193654078095,0.1607023610909264,0.8825973730399435,0.193692990014819
f02aeae2-5e6a-4098-9842-02d2273f25c7,9c23702b-f0c2-4668-8bcc-61bbdbbfd93e,Grollis Zephyr,Moab Hellmouth Sunbeams,ROTATION,2,4,0,0.1311736714397982,0.9564142348835595,0.09136245053725645,0.6193658515340865,0.14847232045241265,0.7280139941660027,0.2518226888889926,0.43715245987949547,0.9023383681578934,0.9314599503804958,0.3179892814727764,0.5616207856073588,0.9866531597109284,0.44868776276728184,0.5778161689866662,0.4278436956437702,0.9272152281397802,0.7777055602938909,0.6733914353409087,0.5042518339447275,0.5783567989905092,0.04100556931812327,0.526766732213105,0.5947735379853887,0.0852516103239136,0.16455370116636492,0.0011461327803988786,0.9015896701636059,0.8972421335312771,0.9709030267498033,0.8460653818860976,0.3125378722853922,0.6422058288161084,0.7484430666706942,0.382433160949486,0.4806317473072559,0.5439088036993742,0.8658773867947838,0.14953930916095026,0.7781590572159327,0.6302005430161844,0.4557082009381267,0.10417471485199281,0.9987519949602085,0.5722802393148194,0.321805675534387,0.7881662650066905,0.14142606034689365,0.8197941185824124,0.8647864000720252,0.7607337704291102
f02aeae2-5e6a-4098-9842-02d2273f25c7,90768354-957e-4b4c-bb6d-eab6bbda0ba3,Eugenia Garbage,Moab Hellmouth Sunbeams,LINEUP,4,3,1,0.5311618050703222,0.90922447703658,0.5338993761977291,0.3514825477042226,0.9636020924296106,0.35556848892898885,0.14165616460641728,0.1668421319476433,0.16187142801084065,0.8537641395391472,0.8934349478688752,0.9598081788635873,0.5495857430626159,0.7467648609229453,0.4034977708944488,0.7178586369305202,0.6784483831673467,0.7559753660830392,0.8912178677881312,0.46411028929739373,0.5106878849536448,0.6248139206878303,0.9545188349765187,0.35556974171085276,0.08858458416327863,0.2899262051398289,0.1803480049717523,0.22101865727887282,0.991545006854346,0.4895463677385239,0.7861203241775876,0.5323225661730073,0.7499618216434217,0.6340856501201272,0.23020693095913425,0.05304410681788463,0.9360347540023614,0.6919317546668723,0.03185246859431223,0.5448156804065928,0.15076205095944906,0.9254510769239118,0.7954632861338679,0.4505004508685859,0.07624991437592943,0.011070993547475427,0.09179204110734385,0.3963028496760562,0.8730618896916934,0.4737936519062319,0.7182115238609648
f02aeae2-5e6a-4098-9842-02d2273f25c7,d002946f-e7ed-4ce4-a405-63bdaf5eabb5,Jorge Owens,Moab Hellmouth Sunbeams,LINEUP,6,2,5,0.7570322017589939,0.9008695140214673,0.9152709273173737,0.5866733573439217,0.3244760758973597,0.16560951044161554,0.4436459874707126,0.6069753276432134,0.9891617346388895,0.6734462420862856,0.4644830764455725,0.8617174709540214,0.5711001494758587,0.3673565872583393,0.4087216660633902,0.45237517730010746,0.514522412475736,0.13917131919593517,0.2743884353388868,0.7326943578874011,0.897492356661347,0.12835805669247136,0.5686775614761694,0.5722529462844508,0.6761772613186142,0.7467571161208408,0.50685365085544,0.9893371836926179,0.15064729531870502,0.673952727793706,0.7592230799726076,0.9010923750698071,0.5862585667115628,0.34231117035471836,0.4158683519499067,0.14034916790166585,0.8721808968146347,0.04772269323249889,0.636026371368508,0.3124165538850071,0.10958639361474676,0.23445807499968718,0.9391159328429356,0.6155874044212611,0.8046089136246221,0.07352321780106863,0.796583473735021,0.19821402961590495,0.05774601045262917,0.11639853511445375,0.5284726389122464
